RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Reason for exiting company
7427,15790630,Olisaemeka,619,France,Female,48,4,0.0,1,0,0,18094.96,1,Excess Documents Required
7434,15671293,Marcus,779,Germany,Female,37,2,128389.63,1,1,1,6589.16,1,Excess Documents Required
7436,15647898,Russell,610,Spain,Female,50,5,130554.51,3,1,0,184758.17,1,Excess Documents Required
7437,15671534,Hovell,646,Germany,Female,57,6,90212.0,1,1,0,13911.27,1,Long Response Times
7446,15630592,Sanders,516,France,Female,45,4,0.0,1,1,0,95273.73,1,Long Response Times
7449,15593834,Genovese,691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1,Excess Documents Required
7454,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1,Inexperienced Staff / Bad customer service 
7456,15748499,Johnson,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1,High Service Charges/Rate of Interest
7458,15668889,Galgano,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1,Inexperienced Staff / Bad customer service 
7465,15569682,Leckie,768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1,Inexperienced Staff / Bad customer service 
7475,15799859,Lucchesi,704,France,Male,50,4,165438.26,1,1,0,120770.75,1,High Service Charges/Rate of Interest
7478,15646190,Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,1,Inexperienced Staff / Bad customer service 
7484,15784526,Chen,616,France,Male,44,5,102016.38,1,0,1,178235.37,1,High Service Charges/Rate of Interest
7488,15785367,McGuffog,651,France,Female,56,4,0.0,1,0,0,84383.22,1,Long Response Times
7493,15776545,Napolitani,682,France,Male,28,10,200724.96,1,0,1,82872.64,1,Inexperienced Staff / Bad customer service 
7500,15790113,Schofield,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1,Long Response Times
7503,15697844,Whitehouse,721,Spain,Female,32,10,0.0,1,1,0,136119.96,1,High Service Charges/Rate of Interest
7505,15587038,Ogochukwu,654,Spain,Female,32,2,0.0,1,1,1,51972.92,1,High Service Charges/Rate of Interest
7507,15700300,Okoli,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1,High Service Charges/Rate of Interest
7508,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1,High Service Charges/Rate of Interest
7515,15715907,Onwubiko,699,France,Male,64,9,113109.52,1,1,0,27980.8,1,Long Response Times
7518,15771409,McGregor,586,France,Male,58,7,151933.63,1,1,0,162960.05,1,Long Response Times
7523,15729718,Stelzer,610,France,Male,41,6,0.0,3,0,0,56118.81,1,High Service Charges/Rate of Interest
7534,15592773,Eberegbulam,630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1,Long Response Times
7537,15590234,De Luca,697,France,Female,42,1,0.0,1,1,0,1262.83,1,Long Response Times
7550,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1,Excess Documents Required
7555,15569917,Obijiaku,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1,Long Response Times
7557,15757306,Miller,738,Spain,Male,49,3,0.0,3,1,1,65066.48,1,Inexperienced Staff / Bad customer service 
7559,15642098,Cox,622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1,Inexperienced Staff / Bad customer service 
7565,15759387,McIntosh,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1,Excess Documents Required
7566,15623369,Clifton,708,France,Male,52,10,105355.81,1,1,0,123.07,1,Inexperienced Staff / Bad customer service 
7567,15732943,Okwuoma,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1,Excess Documents Required
7568,15750545,Chidiebere,629,France,Male,44,5,0.0,4,0,0,117572.59,1,Excess Documents Required
7571,15791944,Harker,697,France,Male,32,7,175464.85,3,1,0,116442.42,1,Long Response Times
7572,15768342,Bolton,718,France,Male,52,8,79475.3,3,1,1,32421.32,1,Excess Documents Required
7581,15781975,Rees,708,France,Male,34,3,0.0,1,0,1,121457.88,1,Long Response Times
7586,15580579,Trevisani,490,France,Female,40,1,0.0,1,1,1,49594.19,1,Long Response Times
7591,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1,Long Response Times
7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,1,Inexperienced Staff / Bad customer service 
7600,15609758,Geoghegan,537,France,Female,45,7,158621.04,1,1,0,120892.96,1,Long Response Times
7604,15712483,Chidi,608,Spain,Female,28,4,0.0,2,1,0,10899.63,1,Long Response Times
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1,Excess Documents Required
7630,15591107,Flemming,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,High Service Charges/Rate of Interest
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1,High Service Charges/Rate of Interest
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1,Excess Documents Required
7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1,Excess Documents Required
7659,15666297,Abramova,706,Spain,Female,53,3,0.0,3,0,0,88479.02,1,High Service Charges/Rate of Interest
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,Inexperienced Staff / Bad customer service 
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1,High Service Charges/Rate of Interest
7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1,Inexperienced Staff / Bad customer service 
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1,Long Response Times
7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,Excess Documents Required
7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1,Inexperienced Staff / Bad customer service 
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,High Service Charges/Rate of Interest
7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,Inexperienced Staff / Bad customer service 
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,Excess Documents Required
7699,15691513,Dawkins,592,France,Male,60,9,0.0,4,1,1,13614.01,1,Excess Documents Required
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1,Inexperienced Staff / Bad customer service 
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,High Service Charges/Rate of Interest
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1,Inexperienced Staff / Bad customer service 
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,High Service Charges/Rate of Interest
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1,Long Response Times
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,Inexperienced Staff / Bad customer service 
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,Excess Documents Required
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1,Excess Documents Required
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,Inexperienced Staff / Bad customer service 
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,Inexperienced Staff / Bad customer service 
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1,High Service Charges/Rate of Interest
7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1,Long Response Times
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1,Long Response Times
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,High Service Charges/Rate of Interest
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,Inexperienced Staff / Bad customer service 
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,Long Response Times
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,Inexperienced Staff / Bad customer service 
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,Inexperienced Staff / Bad customer service 
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,Long Response Times
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1,Inexperienced Staff / Bad customer service 
7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,High Service Charges/Rate of Interest
7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,High Service Charges/Rate of Interest
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,Excess Documents Required
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,Inexperienced Staff / Bad customer service 
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,High Service Charges/Rate of Interest
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,Excess Documents Required
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1,Long Response Times
7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1,Excess Documents Required
7826,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,Long Response Times
7827,15647838,Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1,Long Response Times
7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,Long Response Times
7835,15797165,Bergamaschi,703,France,Male,56,9,0.0,1,0,0,85547.33,1,Long Response Times
7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,Inexperienced Staff / Bad customer service 
7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,High Service Charges/Rate of Interest
7844,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1,Long Response Times
7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,Inexperienced Staff / Bad customer service 
7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,1,Long Response Times
7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,Long Response Times
7877,15757607,Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,1,Inexperienced Staff / Bad customer service 
7878,15793070,Fiorentino,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,Inexperienced Staff / Bad customer service 
7879,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,1,0,171340.68,1,Excess Documents Required
7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,Excess Documents Required
7885,15616530,Foran,638,France,Male,36,6,188455.19,1,0,0,47031.4,1,Excess Documents Required
7895,15718281,Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,Long Response Times
7901,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1,Long Response Times
7910,15570931,Grant,620,France,Male,61,5,0.0,1,0,0,31641.52,1,Inexperienced Staff / Bad customer service 
7916,15803538,Douglas,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,Inexperienced Staff / Bad customer service 
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1,High Service Charges/Rate of Interest
7928,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1,Inexperienced Staff / Bad customer service 
7938,15775886,Su,670,France,Male,36,3,0.0,1,1,0,140754.19,1,Excess Documents Required
7943,15661409,Shen,542,France,Female,42,1,0.0,1,1,1,178256.58,1,Long Response Times
7944,15774250,Gallo,532,France,Male,42,1,159024.71,1,1,0,100982.93,1,Inexperienced Staff / Bad customer service 
7945,15681476,Foveaux,520,France,Female,39,1,73493.17,1,0,1,109626.13,1,Inexperienced Staff / Bad customer service 
7950,15617486,Sullivan,530,France,Male,52,1,106723.28,1,0,0,109960.4,1,High Service Charges/Rate of Interest
7963,15623630,Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1,High Service Charges/Rate of Interest
7966,15645404,Okwukwe,625,France,Female,51,4,124620.01,2,1,0,92243.94,1,Excess Documents Required
7970,15652030,De Bernales,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1,Excess Documents Required
7975,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1,Inexperienced Staff / Bad customer service 
7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,Long Response Times
7999,15772482,Iloerika,829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,Long Response Times
8004,15595426,Madukwe,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1,Excess Documents Required
8008,15791513,Manfrin,647,France,Male,41,4,138937.35,1,1,1,101617.64,1,Long Response Times
8011,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,Long Response Times
8019,15616676,Donnelly,632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1,Inexperienced Staff / Bad customer service 
8023,15665180,Vasiliev,616,France,Female,31,3,136789.14,1,1,0,59346.4,1,Inexperienced Staff / Bad customer service 
8028,15769412,Atkinson,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1,Excess Documents Required
8031,15578141,Chien,592,Spain,Male,38,3,0.0,1,1,1,12905.89,1,Long Response Times
8042,15701439,Fanucci,698,Spain,Female,50,1,0.0,4,1,0,88566.9,1,High Service Charges/Rate of Interest
8043,15785352,Chang,606,France,Male,37,6,82373.94,1,0,0,172526.9,1,High Service Charges/Rate of Interest
8045,15717489,Martin,835,France,Male,23,9,0.0,1,1,0,19793.73,1,High Service Charges/Rate of Interest
8050,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,0,0,155221.05,1,Long Response Times
8052,15697801,Sokolova,605,Germany,Female,56,1,74129.18,2,1,1,62199.78,1,Inexperienced Staff / Bad customer service 
8055,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1,Long Response Times
8057,15736078,Ting,730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1,Excess Documents Required
8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,Excess Documents Required
8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1,Inexperienced Staff / Bad customer service 
8066,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,Long Response Times
8072,15688849,Martin,609,France,Male,48,1,108019.27,3,1,1,184524.65,1,Excess Documents Required
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1,Inexperienced Staff / Bad customer service 
8076,15745250,Simpson,850,France,Male,58,8,156652.13,1,0,0,25899.21,1,Excess Documents Required
8077,15590349,Rowland,732,France,Female,36,9,0.0,1,0,0,3749.0,1,High Service Charges/Rate of Interest
8089,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1,Inexperienced Staff / Bad customer service 
8096,15584620,Su,850,Germany,Female,36,6,143644.16,1,1,0,22102.25,1,Long Response Times
8098,15706557,Ferguson,626,France,Female,52,0,0.0,2,1,0,32159.46,1,Inexperienced Staff / Bad customer service 
8099,15594391,Samaniego,770,France,Female,68,2,183555.24,1,0,0,159557.28,1,Inexperienced Staff / Bad customer service 
8102,15588955,Mazzi,581,Germany,Female,43,5,93259.57,3,1,0,141035.65,1,High Service Charges/Rate of Interest
8104,15740223,Walton,479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1,Inexperienced Staff / Bad customer service 
8106,15635116,Burgos,659,Spain,Male,60,2,0.0,1,1,0,177480.45,1,Long Response Times
8117,15777901,Lindell,640,Germany,Female,43,9,94752.49,1,1,0,184006.36,1,Excess Documents Required
8118,15639117,Sorenson,624,Spain,Female,34,6,0.0,1,1,0,582.59,1,Inexperienced Staff / Bad customer service 
8120,15586236,Banks,704,France,Male,31,5,132084.66,3,1,1,54474.48,1,High Service Charges/Rate of Interest
8123,15603749,Galkina,564,France,Female,53,2,45472.28,1,1,1,41055.71,1,Excess Documents Required
8125,15733872,Marino,791,Germany,Female,33,10,130229.71,2,0,0,54019.93,1,Long Response Times
8127,15602647,Cunningham,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1,Inexperienced Staff / Bad customer service 
8128,15623063,Taylor,651,Germany,Male,35,8,110067.71,1,1,0,127678.95,1,Long Response Times
8138,15603096,Lori,410,France,Male,33,6,125789.69,1,0,0,66333.56,1,Excess Documents Required
8148,15814675,Chien,642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1,Long Response Times
8154,15692106,Rose,606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1,Inexperienced Staff / Bad customer service 
8155,15791533,Ch'ien,367,Spain,Male,42,6,93608.28,1,1,0,168816.73,1,Excess Documents Required
8164,15572050,Yefimov,768,Germany,Male,48,3,122831.58,1,1,1,24533.89,1,Excess Documents Required
8171,15641366,Y?an,599,Germany,Male,61,1,124737.96,1,0,1,90389.61,1,Long Response Times
8172,15588859,Rowley,496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1,Inexperienced Staff / Bad customer service 
8185,15605916,Uvarova,659,France,Female,50,3,0.0,1,1,0,183399.12,1,Inexperienced Staff / Bad customer service 
8187,15644179,Allen,606,France,Female,39,3,0.0,2,1,0,50560.45,1,Long Response Times
8199,15733888,Sells,668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1,Excess Documents Required
8201,15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1,Long Response Times
8213,15621004,Chukwuhaenye,603,France,Male,32,7,0.0,1,1,0,198055.94,1,High Service Charges/Rate of Interest
8216,15743236,Piccio,687,France,Female,61,7,80538.56,1,1,0,131305.37,1,Excess Documents Required
8221,15727177,Manfrin,557,France,Male,42,6,177822.03,1,1,0,150944.31,1,Inexperienced Staff / Bad customer service 
8222,15774358,Robertson,443,Germany,Male,59,4,110939.3,1,1,0,72846.58,1,High Service Charges/Rate of Interest
8226,15804142,Tan,670,Spain,Female,57,3,175575.95,2,1,0,99061.75,1,High Service Charges/Rate of Interest
8232,15670528,Franz,787,Germany,Male,43,0,132217.45,1,1,0,20955.03,1,Inexperienced Staff / Bad customer service 
8235,15677796,Becher,766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1,Long Response Times
8241,15708504,Wong,790,Germany,Male,50,8,121438.58,1,1,1,176471.78,1,Long Response Times
8243,15790455,Obialo,478,France,Female,50,2,0.0,1,0,1,93332.64,1,Excess Documents Required
8254,15746515,Greece,750,France,Male,36,7,136492.92,3,1,1,26500.29,1,Long Response Times
8266,15618562,Woodward,618,Germany,Female,40,0,140306.38,1,1,0,160618.61,1,Inexperienced Staff / Bad customer service 
8270,15636736,McLachlan,611,France,Female,53,7,0.0,2,0,1,156495.39,1,Excess Documents Required
8299,15605534,Turnbull,644,Germany,Female,51,4,95560.04,1,0,0,72628.84,1,High Service Charges/Rate of Interest
8300,15792473,Reilly,598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,Inexperienced Staff / Bad customer service 
8302,15766017,Brookman,615,Germany,Male,58,3,72309.3,1,1,1,85687.09,1,High Service Charges/Rate of Interest
8306,15605698,Harrison,746,France,Male,58,3,0.0,3,1,1,80344.96,1,Long Response Times
8307,15777060,Olszewski,770,France,Female,33,4,0.0,1,1,0,26080.54,1,High Service Charges/Rate of Interest
8312,15589698,De Luca,555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1,Inexperienced Staff / Bad customer service 
8335,15610343,Marshall-Hall,705,France,Female,37,10,0.0,2,1,1,13935.53,1,Excess Documents Required
8337,15788480,Pagnotto,786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1,Inexperienced Staff / Bad customer service 
8344,15591698,P'eng,849,Germany,Female,49,9,132934.89,1,1,0,171056.65,1,Long Response Times
8345,15712813,Nevzorova,520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1,High Service Charges/Rate of Interest
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1,Inexperienced Staff / Bad customer service 
8349,15796230,Morley,642,Germany,Female,36,2,124495.98,3,1,1,57904.22,1,Long Response Times
8350,15611729,Kerr,703,Germany,Male,39,1,141559.5,1,1,1,31257.1,1,Inexperienced Staff / Bad customer service 
8353,15641413,Crawford,587,Germany,Female,49,7,155393.98,2,1,0,13308.2,1,Inexperienced Staff / Bad customer service 
8354,15753840,Brown,524,Spain,Female,32,6,0.0,1,1,1,132861.9,1,High Service Charges/Rate of Interest
8359,15717286,Sal,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1,Long Response Times
8360,15577107,Milne,657,Spain,Female,22,6,0.0,3,0,1,168412.07,1,High Service Charges/Rate of Interest
8364,15677336,Aitken,557,Germany,Male,57,1,120043.13,1,1,0,132370.75,1,Excess Documents Required
8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1,High Service Charges/Rate of Interest
8369,15637690,Houghton,622,Germany,Female,34,7,98675.74,1,1,0,138906.85,1,Long Response Times
8370,15632882,Konovalova,684,Germany,Male,37,1,126817.13,2,1,1,29995.83,1,Excess Documents Required
8372,15661034,Ngozichukwuka,813,Germany,Female,29,5,106059.4,1,0,0,187976.88,1,Inexperienced Staff / Bad customer service 
8375,15646720,Tsui,628,Spain,Female,55,7,0.0,3,1,0,85890.75,1,High Service Charges/Rate of Interest
8377,15704657,Denman,601,France,Male,39,3,72647.64,1,1,0,41777.9,1,Inexperienced Staff / Bad customer service 
8379,15701319,Baxter,614,Germany,Female,37,6,96340.81,2,1,1,139377.24,1,Long Response Times
8380,15745266,Norman,434,Spain,Male,55,6,0.0,1,0,1,73562.05,1,Inexperienced Staff / Bad customer service 
8389,15806570,Y?an,763,France,Female,53,4,0.0,1,1,0,77203.72,1,Inexperienced Staff / Bad customer service 
8391,15755521,Ma,660,France,Female,48,0,90044.32,2,0,1,187604.97,1,Excess Documents Required
8393,15641158,Belcher,739,Germany,Male,32,3,102128.27,1,1,0,63981.37,1,Inexperienced Staff / Bad customer service 
8394,15752507,K?,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1,Excess Documents Required
8397,15655082,Pape,607,France,Female,48,4,112070.86,3,1,0,173568.3,1,High Service Charges/Rate of Interest
8398,15720155,Tao,630,Germany,Male,29,6,131354.39,1,0,1,9324.31,1,Inexperienced Staff / Bad customer service 
8399,15582116,Ma,767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1,Inexperienced Staff / Bad customer service 
8402,15663134,Uspenskaya,535,Spain,Male,58,1,0.0,2,1,1,11779.98,1,Long Response Times
8403,15766683,Coombes,549,Germany,Male,36,6,139422.37,1,0,0,83983.39,1,Inexperienced Staff / Bad customer service 
8413,15575147,Wall,699,France,Male,22,9,99339.0,1,1,0,68297.61,1,Excess Documents Required
8423,15756321,Johnston,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1,High Service Charges/Rate of Interest
8424,15706799,Macknight,719,Spain,Male,44,4,0.0,1,0,0,84972.9,1,Long Response Times
8425,15775703,Lo,702,France,Male,26,2,71281.29,1,1,1,108747.12,1,Long Response Times
8428,15806771,Yefremova,753,France,Female,40,0,3768.69,2,1,0,177065.24,1,Excess Documents Required
8433,15582519,Seleznyov,479,France,Male,47,6,121797.09,1,0,1,5811.9,1,High Service Charges/Rate of Interest
8435,15755330,Forbes,512,Germany,Male,41,7,122403.24,1,0,1,37439.9,1,Long Response Times
8436,15605072,Douglas,638,France,Female,43,3,145860.98,1,1,1,142763.51,1,Excess Documents Required
8439,15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1,Excess Documents Required
8449,15717191,Ferri,508,France,Male,49,1,93817.41,2,1,1,132468.76,1,High Service Charges/Rate of Interest
8453,15601410,Tien,744,Spain,Female,46,1,0.0,3,1,1,177431.59,1,Long Response Times
8454,15684669,Parkes,567,France,Female,41,9,137891.35,1,1,0,142009.46,1,High Service Charges/Rate of Interest
8461,15658982,Napolitani,650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1,Inexperienced Staff / Bad customer service 
8464,15661162,Akabueze,526,Spain,Male,49,2,0.0,1,1,0,114539.67,1,Excess Documents Required
8466,15601569,Ndubueze,598,France,Female,40,2,171178.25,1,1,0,137980.58,1,Inexperienced Staff / Bad customer service 
8472,15612478,Somadina,525,France,Male,51,10,0.0,3,1,0,171045.35,1,High Service Charges/Rate of Interest
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,1,High Service Charges/Rate of Interest
8478,15685947,Henderson,556,Germany,Male,42,0,115915.53,2,0,1,125435.47,1,Long Response Times
8485,15601012,Abdullah,802,France,Female,60,3,92887.06,1,1,0,39473.63,1,High Service Charges/Rate of Interest
8487,15567506,Cheatham,738,Germany,Female,40,6,114940.67,2,1,1,194895.57,1,Inexperienced Staff / Bad customer service 
8489,15794360,Hao,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,Inexperienced Staff / Bad customer service 
8491,15585985,Wang,746,France,Male,48,5,165282.42,1,1,0,153786.46,1,Excess Documents Required
8494,15727619,Lock,753,Germany,Female,46,9,113909.69,3,1,0,92320.37,1,High Service Charges/Rate of Interest
8496,15801436,K'ung,696,France,Male,42,4,0.0,1,0,0,126353.13,1,Long Response Times
8505,15743245,Agafonova,624,France,Male,42,3,145155.37,1,1,0,72169.95,1,Long Response Times
8511,15769353,Jenkins,550,France,Female,40,8,150490.32,1,0,0,166468.21,1,Long Response Times
8519,15677288,Geach,599,France,Male,50,3,121159.65,1,0,0,4033.39,1,High Service Charges/Rate of Interest
8524,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1,Long Response Times
8532,15663987,Wright,723,Spain,Male,30,1,0.0,3,1,0,164647.72,1,Long Response Times
8533,15780805,Lu,585,France,Female,35,2,0.0,2,1,0,98621.04,1,Excess Documents Required
8536,15754940,Descoteaux,597,Spain,Male,43,2,85162.26,1,0,1,5104.08,1,Long Response Times
8544,15702601,Wyatt,680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1,High Service Charges/Rate of Interest
8551,15709016,North,687,Germany,Female,47,1,91219.29,1,0,0,158845.49,1,High Service Charges/Rate of Interest
8555,15699095,Chandler,603,France,Female,24,3,0.0,1,1,1,198826.03,1,Inexperienced Staff / Bad customer service 
8563,15647292,Peng,697,France,Male,63,7,148368.02,1,0,0,118862.08,1,Inexperienced Staff / Bad customer service 
8564,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,143397.14,1,High Service Charges/Rate of Interest
8566,15749068,Nickson,632,France,Female,40,9,139625.34,1,1,0,93702.96,1,Long Response Times
8567,15622985,Lin,679,France,Female,39,4,0.0,1,0,0,172939.3,1,Long Response Times
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,Long Response Times
8586,15737047,Weatherford,754,France,Female,45,6,0.0,1,1,0,73881.68,1,Excess Documents Required
8591,15633194,Osborne,771,France,Female,41,10,108309.0,4,1,1,137510.41,1,High Service Charges/Rate of Interest
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1,High Service Charges/Rate of Interest
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,1,Long Response Times
8601,15755405,Hudson,710,France,Male,43,9,128284.45,1,1,0,32996.89,1,Inexperienced Staff / Bad customer service 
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,159483.76,1,Excess Documents Required
